Subject ID,Raters Group,Completed by,Rater Name,"Q1_AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Listens to patients and their families’ concerns and responds to them thoroughly. _First Scale","Q1_AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Treats patients with dignity irrespective of their religion, culture, age, race, sexual orientation, gender and socio-economic status._First Scale","Q1_AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Respects patients’ confidentiality (i.e. does not discuss confidential patient information in areas where others can overhear the conversation like hallways, elevators, coffee shops etc.)._First Scale","Q1_AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Takes time to explain to patients their medical condition, treatment options, methods utilized and outcomes._First Scale","Q1_AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Treats healthcare workers with dignity irrespective of their religion, culture, age, race, sexual orientation and gender. _First Scale","Q1_AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Uses respectful language with other healthcare workers (i.e: avoids abusive language, offensive comments, racial or ethnic slurs, threats of violence and foul or rude intimidating language). _First Scale","Q1_AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Responds in timely fashion to phone calls and paging regarding patient care._First Scale","Q1_AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Arrives on time to scheduled appointments (i.e. clinic, OR, rounds, shift etc…)._First Scale","Q1_AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Receptive to the suggestions and concerns of other healthcare coworkers (both physician and non-physician health providers)._First Scale","Q1_AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Communicates directly and clearly with healthcare workers (both physician and non-physician health providers) about patient care._First Scale","Q2_Comments
",Fillout Date (mm/dd/yy)
PHYS_437571541151,Hospital Staff,PHYS_9ddc4c2b755f,PHYS_c642365aae51,,,,,,,,,,,D/A,08/23/23 10:30 PM
PHYS_ae524137e63d,Hospital Staff,PHYS_9ddc4c2b755f,PHYS_c642365aae51,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/23/23 10:31 PM
PHYS_fbac4acc1040,Hospital Staff,PHYS_9ddc4c2b755f,PHYS_c642365aae51,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/23/23 10:31 PM
PHYS_e175501ebe36,Hospital Staff,PHYS_9ddc4c2b755f,PHYS_c642365aae51,Always,Always,Always,Always,Always,Always,Never,Never,Always,Always,D/A,08/23/23 10:32 PM
PHYS_15da50ecd3b3,Hospital Staff,PHYS_9ddc4c2b755f,PHYS_c642365aae51,,,,,,,,,,,D/A,08/23/23 10:33 PM
PHYS_2ea5bacd1678,Hospital Staff,PHYS_9ddc4c2b755f,PHYS_c642365aae51,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"Best communication skills, professional, and humble.",08/23/23 10:34 PM
PHYS_e74ee551fa09,Hospital Staff,PHYS_9ddc4c2b755f,PHYS_c642365aae51,,,,,,,,,,,D/A,08/23/23 10:35 PM
PHYS_05378cdaf36f,Hospital Staff,PHYS_c1aaeef85811,PHYS_4bd5128e0d5f,Always,Always,Always,Most of the time,Always,Most of the time,Always,Most of the time,Most of the time,Always,D/A,07/20/23 01:57 PM
PHYS_7e84a74a69f8,Hospital Staff,PHYS_c1aaeef85811,PHYS_4bd5128e0d5f,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/20/23 01:58 PM
PHYS_6867b72e31e4,Hospital Staff,PHYS_c1aaeef85811,PHYS_4bd5128e0d5f,Always,Most of the time,Always,Always,Most of the time,Most of the time,Always,Most of the time,Always,Most of the time,D/A,07/20/23 01:58 PM
PHYS_8d8e97de6a84,Hospital Staff,PHYS_c1aaeef85811,PHYS_4bd5128e0d5f,Always,Most of the time,Always,Most of the time,Always,Always,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/20/23 01:59 PM
PHYS_ae524137e63d,Hospital Staff,PHYS_c1aaeef85811,PHYS_4bd5128e0d5f,Most of the time,Always,Most of the time,Most of the time,Most of the time,Always,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/20/23 02:00 PM
PHYS_15da50ecd3b3,Hospital Staff,PHYS_c1aaeef85811,PHYS_4bd5128e0d5f,Most of the time,Always,Most of the time,Always,Always,Most of the time,Most of the time,Most of the time,Always,Always,D/A,07/20/23 02:01 PM
PHYS_2ea5bacd1678,Hospital Staff,PHYS_c1aaeef85811,PHYS_4bd5128e0d5f,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/20/23 02:01 PM
PHYS_abc008f2ef9c,Hospital Staff,PHYS_f67d8c56f3b4,PHYS_b5c9386ed68d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"Dr Bulbul is professional, easy&ndash;going, respectful and responsive.",06/15/23 07:23 AM
PHYS_088c3a358426,Hospital Staff,PHYS_f67d8c56f3b4,PHYS_b5c9386ed68d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"Dr Hajj is professional, easy&ndash;going, ethical, respectful and responsive. It is a pleasure to work with him. He displays professionalism and care for the patients, residents, and staff.",06/15/23 07:24 AM
PHYS_ec334b6ce571,Hospital Staff,PHYS_f67d8c56f3b4,PHYS_b5c9386ed68d,Always,Most of the time,Always,Always,Always,Always,Most of the time,Most of the time,Always,Always,"Dr Khauli is professional, respectful, and knowledgeable.",06/15/23 07:26 AM
PHYS_72576b499f11,Hospital Staff,PHYS_f67d8c56f3b4,PHYS_b5c9386ed68d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"Dr Nasr is respectful, professional and responsive. ",06/15/23 07:22 AM
PHYS_23f15da80bc1,Hospital Staff,PHYS_f67d8c56f3b4,PHYS_b5c9386ed68d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"Dr Wazzan is a respectful, professional and humble doctor. It is a great pleasure to work with him.",06/15/23 07:21 AM
PHYS_c1199ce2ddd8,Hospital Staff,PHYS_a6ac4aa27530,PHYS_e1637599238d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/03/2023 12:30
PHYS_7aa4bfb13ec8,Hospital Staff,PHYS_a6ac4aa27530,PHYS_e1637599238d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/03/2023 12:31
PHYS_7e2b1beb5fa0,Hospital Staff,PHYS_a6ac4aa27530,PHYS_e1637599238d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/03/2023 12:32
PHYS_747c833974d5,Hospital Staff,PHYS_a6ac4aa27530,PHYS_e1637599238d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/03/2023 12:32
PHYS_d7f2fcf5aab1,Hospital Staff,PHYS_a6ac4aa27530,PHYS_e1637599238d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/03/2023 12:33
PHYS_68bd26c55254,Hospital Staff,PHYS_a6ac4aa27530,PHYS_e1637599238d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/03/2023 12:36
PHYS_3046138e37d2,Hospital Staff,PHYS_a6ac4aa27530,PHYS_e1637599238d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/03/2023 12:37
PHYS_dbfb1f920bb7,Hospital Staff,PHYS_a6ac4aa27530,PHYS_e1637599238d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/03/2023 12:51
PHYS_c095cef8c27f,Hospital Staff,PHYS_a6ac4aa27530,PHYS_e1637599238d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/03/2023 12:37
PHYS_66c9388ca309,Hospital Staff,PHYS_a6ac4aa27530,PHYS_e1637599238d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/03/2023 14:41
PHYS_85c37beeac3a,Hospital Staff,PHYS_a6ac4aa27530,PHYS_e1637599238d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/03/2023 14:42
PHYS_1ebf0ed0a490,Hospital Staff,PHYS_a6ac4aa27530,PHYS_e1637599238d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/03/2023 14:42
PHYS_619b3b7381eb,Hospital Staff,PHYS_a6ac4aa27530,PHYS_e1637599238d,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/03/2023 14:43
PHYS_71323b62398a,Hospital Staff,PHYS_a6ac4aa27530,PHYS_e1637599238d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/03/2023 14:43
PHYS_5d72b8a63454,Hospital Staff,PHYS_a6ac4aa27530,PHYS_e1637599238d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/03/2023 14:44
PHYS_37dbfc0c5778,Hospital Staff,PHYS_a6ac4aa27530,PHYS_e1637599238d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/03/2023 14:44
PHYS_8aa04f92bb46,Hospital Staff,PHYS_a6ac4aa27530,PHYS_e1637599238d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/03/2023 14:45
PHYS_177f77b135b4,Hospital Staff,PHYS_a6ac4aa27530,PHYS_e1637599238d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/03/2023 14:46
PHYS_b52b9a0ebf16,Hospital Staff,PHYS_a6ac4aa27530,PHYS_e1637599238d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/03/2023 14:46
PHYS_5adabf9ee9a8,Hospital Staff,PHYS_a6ac4aa27530,PHYS_e1637599238d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/03/2023 14:47
PHYS_44aa26beae78,Hospital Staff,PHYS_a6ac4aa27530,PHYS_e1637599238d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/03/2023 14:47
PHYS_f430cfb31b6d,Hospital Staff,PHYS_a6ac4aa27530,PHYS_e1637599238d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/03/2023 14:48
PHYS_f1e37c991380,Hospital Staff,PHYS_a6ac4aa27530,PHYS_e1637599238d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/03/2023 14:49
PHYS_7f033bc1f792,Hospital Staff,PHYS_a6ac4aa27530,PHYS_e1637599238d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/03/2023 14:48
PHYS_08e98486b3ce,Hospital Staff,PHYS_a6ac4aa27530,PHYS_e1637599238d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/03/2023 14:50
PHYS_f86cd3aa057e,Hospital Staff,PHYS_a6ac4aa27530,PHYS_e1637599238d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/03/2023 14:50
PHYS_2dd4c5aa0461,Hospital Staff,PHYS_a6ac4aa27530,PHYS_e1637599238d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/03/2023 14:51
PHYS_a35fd10879ac,Hospital Staff,PHYS_a6ac4aa27530,PHYS_e1637599238d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/03/2023 14:51
PHYS_ac7336a02460,Hospital Staff,PHYS_a6ac4aa27530,PHYS_e1637599238d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/03/2023 14:52
PHYS_c1199ce2ddd8,Faculty Self-Evaluation,PHYS_c1199ce2ddd8,PHYS_c1199ce2ddd8,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/16/23 09:32 AM
PHYS_85a5920c4590,Faculty Self-Evaluation,PHYS_85a5920c4590,PHYS_8e0c62e78b35,Most of the time,Always,Always,Most of the time,Always,Always,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/10/2023 12:09
PHYS_3847a8e22a9f,Hospital Staff,PHYS_b449ff16f1fb,PHYS_770f61447c32,,Always,Always,,Always,Always,Always,Always,,Always,D/A,07/17/23 03:08 PM
PHYS_d8b8b891ffc9,Hospital Staff,PHYS_b449ff16f1fb,PHYS_770f61447c32,,Always,Always,,Always,Always,Always,Always,Always,Always,D/A,06/16/23 09:58 AM
PHYS_7f419d915c8d,Hospital Staff,PHYS_b449ff16f1fb,PHYS_770f61447c32,,,,,,,,,,,D/A,07/24/23 03:52 PM
PHYS_58f39c63da09,Hospital Staff,PHYS_b449ff16f1fb,PHYS_770f61447c32,,Always,,,Always,Always,Most of the time,Always,,Most of the time,D/A,07/17/23 03:10 PM
PHYS_f0ddc75d7edf,Faculty Self-Evaluation,PHYS_f0ddc75d7edf,PHYS_9e02be8e6321,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/17/23 12:26 PM
PHYS_645df9a1917f,Faculty Self-Evaluation,PHYS_645df9a1917f,PHYS_645df9a1917f,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Excellent,07/25/23 03:34 PM
PHYS_749615a95136,Medical Staff,PHYS_1e2c55c35857,PHYS_5749c4d5bdfc,,,,,,,,,,,No interaction ,07/10/2023 11:17
PHYS_17b1b91e9add,Medical Staff,PHYS_1e2c55c35857,PHYS_5749c4d5bdfc,Always,Always,Always,,Always,Most of the time,Most of the time,Most of the time,,Most of the time,D/A,07/10/2023 11:19
PHYS_4bf042862ce8,Medical Staff,PHYS_1e2c55c35857,PHYS_5749c4d5bdfc,,,,,,,,,,,D/A,07/10/2023 11:32
PHYS_a54560881f80,Medical Staff,PHYS_1e2c55c35857,PHYS_5749c4d5bdfc,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Always,Sometimes,Most of the time,D/A,07/11/2023 11:03
PHYS_0b77c31591f2,Medical Staff,PHYS_1e2c55c35857,PHYS_5749c4d5bdfc,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/10/2023 20:25
PHYS_674ccaddbf58,Medical Staff,PHYS_1e2c55c35857,PHYS_5749c4d5bdfc,Most of the time,Always,Always,Most of the time,Always,Always,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/11/2023 11:01
PHYS_22a4caf9c4c7,Medical Staff,PHYS_1e2c55c35857,PHYS_5749c4d5bdfc,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,D/A,07/11/2023 11:02
PHYS_8577099393e3,Medical Staff,PHYS_1e2c55c35857,PHYS_5749c4d5bdfc,Most of the time,Always,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,D/A,07/11/2023 11:04
PHYS_8b430a0c69bc,Medical Staff,PHYS_1e2c55c35857,PHYS_5749c4d5bdfc,Sometimes,Always,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Always,Most of the time,Most of the time,D/A,07/10/2023 11:21
PHYS_3d4ce6827916,Medical Staff,PHYS_1e2c55c35857,PHYS_5749c4d5bdfc,Most of the time,Always,Most of the time,Always,Always,Most of the time,Always,Always,Most of the time,Always,D/A,07/10/2023 11:27
PHYS_8f940181e2b7,Medical Staff,PHYS_1e2c55c35857,PHYS_5749c4d5bdfc,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/11/2023 11:02
PHYS_719ec762a045,Medical Staff,PHYS_1e2c55c35857,PHYS_5749c4d5bdfc,,,,,,,,,,,D/A,07/10/2023 20:25
PHYS_fbac4acc1040,Medical Staff,PHYS_1e2c55c35857,PHYS_5749c4d5bdfc,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/10/2023 20:26
PHYS_e175501ebe36,Medical Staff,PHYS_1e2c55c35857,PHYS_5749c4d5bdfc,Always,Always,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes,Always,D/A,07/10/2023 11:24
PHYS_af8e43e0ecda,Medical Staff,PHYS_1e2c55c35857,PHYS_5749c4d5bdfc,Always,Always,Most of the time,Always,Always,Always,Always,Always,Always,Always,D/A,07/10/2023 11:22
PHYS_747c833974d5,Medical Staff,PHYS_4c0955550f1f,PHYS_ab0b99b6ddcc,,,,,,,,,,,D/A,08/14/23 11:24 PM
PHYS_d7f2fcf5aab1,Medical Staff,PHYS_4c0955550f1f,PHYS_ab0b99b6ddcc,,,,,,,,,,,D/A,08/14/23 11:25 PM
PHYS_68bd26c55254,Medical Staff,PHYS_4c0955550f1f,PHYS_ab0b99b6ddcc,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/14/23 11:24 PM
PHYS_3046138e37d2,Medical Staff,PHYS_4c0955550f1f,PHYS_ab0b99b6ddcc,,,,,,,,,,,D/A,08/14/23 11:26 PM
PHYS_c3c94ba18c88,Medical Staff,PHYS_4c0955550f1f,PHYS_ab0b99b6ddcc,,,,,,,,,,,D/A,08/14/23 11:26 PM
PHYS_dbfb1f920bb7,Medical Staff,PHYS_4c0955550f1f,PHYS_ab0b99b6ddcc,,,,,,,,,,,D/A,08/14/23 11:29 PM
PHYS_c095cef8c27f,Medical Staff,PHYS_4c0955550f1f,PHYS_ab0b99b6ddcc,,,,,,,,,,,D/A,08/14/23 11:29 PM
PHYS_1ebf0ed0a490,Medical Staff,PHYS_4c0955550f1f,PHYS_ab0b99b6ddcc,,,,,,,,,,,D/A,08/14/23 11:30 PM
PHYS_619b3b7381eb,Medical Staff,PHYS_4c0955550f1f,PHYS_ab0b99b6ddcc,,,,,,,,,,,D/A,08/14/23 11:31 PM
PHYS_71323b62398a,Medical Staff,PHYS_4c0955550f1f,PHYS_ab0b99b6ddcc,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/14/23 11:29 PM
PHYS_81fe7e66b681,Medical Staff,PHYS_4c0955550f1f,PHYS_ab0b99b6ddcc,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/14/23 11:31 PM
PHYS_3847a8e22a9f,Medical Staff,PHYS_4c0955550f1f,PHYS_ab0b99b6ddcc,,,,,,,,,,,D/A,08/14/23 11:31 PM
PHYS_5d72b8a63454,Medical Staff,PHYS_4c0955550f1f,PHYS_ab0b99b6ddcc,,,,,,,,,,,D/A,08/14/23 11:31 PM
PHYS_d8b8b891ffc9,Medical Staff,PHYS_4c0955550f1f,PHYS_ab0b99b6ddcc,,,,,,,,,,,D/A,08/14/23 11:32 PM
PHYS_7f419d915c8d,Medical Staff,PHYS_4c0955550f1f,PHYS_ab0b99b6ddcc,,,,,,,,,,,D/A,08/14/23 11:32 PM
PHYS_7f033bc1f792,Medical Staff,PHYS_4c0955550f1f,PHYS_ab0b99b6ddcc,,,,,,,,,,,D/A,08/14/23 11:30 PM
PHYS_08e98486b3ce,Medical Staff,PHYS_4c0955550f1f,PHYS_ab0b99b6ddcc,,,,,,,,,,,D/A,08/14/23 11:30 PM
PHYS_f86cd3aa057e,Medical Staff,PHYS_4c0955550f1f,PHYS_ab0b99b6ddcc,,,,,,,,,,,D/A,08/14/23 11:30 PM
PHYS_58f39c63da09,Medical Staff,PHYS_4c0955550f1f,PHYS_ab0b99b6ddcc,,,,,,,,,,,D/A,08/14/23 11:28 PM
PHYS_a54560881f80,Faculty Self-Evaluation,PHYS_a54560881f80,PHYS_a54560881f80,Most of the time,Always,Always,Most of the time,Always,Most of the time,Most of the time,Always,Always,Always,D/A,06/15/23 08:00 AM
PHYS_645df9a1917f,Hospital Staff,PHYS_6806f88aa8ae,PHYS_5df60e1b2d70,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,D/A,06/15/23 11:13 AM
PHYS_14f9b9c484ab,Hospital Staff,PHYS_6806f88aa8ae,PHYS_5df60e1b2d70,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/14/23 12:13 PM
PHYS_d405cd7aa8ea,Hospital Staff,PHYS_6806f88aa8ae,PHYS_5df60e1b2d70,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/14/23 12:13 PM
PHYS_b55c7f237e30,Hospital Staff,PHYS_6806f88aa8ae,PHYS_5df60e1b2d70,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/14/23 12:14 PM
PHYS_d4c23ee697dc,Hospital Staff,PHYS_6806f88aa8ae,PHYS_5df60e1b2d70,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/14/23 12:14 PM
PHYS_2f693cd39f3a,Hospital Staff,PHYS_6806f88aa8ae,PHYS_5df60e1b2d70,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/14/23 12:14 PM
PHYS_727b93c1b6a7,Hospital Staff,PHYS_6806f88aa8ae,PHYS_5df60e1b2d70,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/14/23 12:15 PM
PHYS_0c1628118176,Hospital Staff,PHYS_6806f88aa8ae,PHYS_5df60e1b2d70,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/14/23 12:15 PM
PHYS_cba2ea3a0d88,Hospital Staff,PHYS_6806f88aa8ae,PHYS_5df60e1b2d70,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/14/23 12:15 PM
PHYS_7d4639603244,Hospital Staff,PHYS_6806f88aa8ae,PHYS_5df60e1b2d70,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/14/23 12:16 PM
PHYS_bd9d261c765d,Hospital Staff,PHYS_6806f88aa8ae,PHYS_5df60e1b2d70,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/14/23 12:16 PM
PHYS_86b3510033de,Hospital Staff,PHYS_b51e58db2cb1,PHYS_1777792887a4,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Most of the time,Always,D/A,08/25/23 12:58 PM
PHYS_85a5920c4590,Hospital Staff,PHYS_b51e58db2cb1,PHYS_1777792887a4,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,D/A,08/25/23 12:59 PM
PHYS_b871429a7b4d,Hospital Staff,PHYS_b51e58db2cb1,PHYS_1777792887a4,Always,Always,Always,Always,Most of the time,Always,Always,Always,Most of the time,Always,D/A,08/25/23 01:02 PM
PHYS_6ba27db1e944,Hospital Staff,PHYS_b51e58db2cb1,PHYS_1777792887a4,,,,,,,,,,,D/A,08/25/23 01:04 PM
PHYS_581bbef004e2,Hospital Staff,PHYS_b51e58db2cb1,PHYS_1777792887a4,,,,,,,,,,,D/A,08/25/23 01:05 PM
PHYS_b329c20113ca,Hospital Staff,PHYS_b51e58db2cb1,PHYS_1777792887a4,,,,,,,,,,,D/A,08/25/23 01:05 PM
PHYS_7e91f7e56fd6,Hospital Staff,PHYS_b51e58db2cb1,PHYS_1777792887a4,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/25/23 01:06 PM
PHYS_ac5b921afe90,Hospital Staff,PHYS_b51e58db2cb1,PHYS_1777792887a4,,,,,,,,,,,D/A,08/25/23 01:07 PM
PHYS_d96d1fbcd51c,Hospital Staff,PHYS_b51e58db2cb1,PHYS_1777792887a4,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/25/23 01:08 PM
PHYS_a7715e5b65f0,Hospital Staff,PHYS_b51e58db2cb1,PHYS_1777792887a4,,,,,,,,,,,D/A,08/25/23 01:09 PM
PHYS_5f752ce1a40c,Hospital Staff,PHYS_b51e58db2cb1,PHYS_1777792887a4,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/25/23 01:09 PM
PHYS_5a42763cd787,Hospital Staff,PHYS_b51e58db2cb1,PHYS_1777792887a4,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/25/23 01:10 PM
PHYS_27f3b0864aab,Hospital Staff,PHYS_b51e58db2cb1,PHYS_1777792887a4,,,,,,,,,,,D/A,08/25/23 01:10 PM
PHYS_3d4ce6827916,Hospital Staff,PHYS_b51e58db2cb1,PHYS_1777792887a4,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/25/23 01:11 PM
PHYS_437571541151,Hospital Staff,PHYS_b51e58db2cb1,PHYS_1777792887a4,,,,,,,,,,,D/A,08/25/23 01:12 PM
PHYS_0c7fca4357ff,Hospital Staff,PHYS_b51e58db2cb1,PHYS_1777792887a4,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/25/23 01:12 PM
PHYS_fbac4acc1040,Hospital Staff,PHYS_b51e58db2cb1,PHYS_1777792887a4,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/25/23 01:13 PM
PHYS_e175501ebe36,Hospital Staff,PHYS_b51e58db2cb1,PHYS_1777792887a4,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Always,Always,D/A,08/25/23 01:15 PM
PHYS_63c6c95d0a19,Hospital Staff,PHYS_b51e58db2cb1,PHYS_1777792887a4,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/25/23 01:14 PM
PHYS_a94e0cb739e1,Hospital Staff,PHYS_b51e58db2cb1,PHYS_1777792887a4,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/25/23 01:16 PM
PHYS_55de23dce1a6,Hospital Staff,PHYS_b51e58db2cb1,PHYS_1777792887a4,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/25/23 01:16 PM
PHYS_e74ee551fa09,Hospital Staff,PHYS_b51e58db2cb1,PHYS_1777792887a4,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/25/23 01:17 PM
PHYS_4358aa6d482d,Hospital Staff,PHYS_b51e58db2cb1,PHYS_1777792887a4,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/25/23 01:04 PM
PHYS_173bbc0bcea0,Hospital Staff,PHYS_b51e58db2cb1,PHYS_1777792887a4,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Always,Always,Always,D/A,08/25/23 01:03 PM
PHYS_2b39351adae2,Hospital Staff,PHYS_4e155c36b74f,PHYS_710f10327172,Always,Always,Always,Always,Most of the time,Most of the time,Most of the time,Most of the time,Always,Always,D/A,07/25/23 03:16 AM
PHYS_c0ec96466136,Hospital Staff,PHYS_54587a59e4ab,PHYS_b862aeba5acd,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,D/A,06/15/23 08:22 AM
PHYS_0f7dbc32ada3,Hospital Staff,PHYS_54587a59e4ab,PHYS_b862aeba5acd,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,D/A,06/15/23 08:25 AM
PHYS_a181ee51a3bd,Hospital Staff,PHYS_54587a59e4ab,PHYS_b862aeba5acd,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 08:26 AM
PHYS_1f0f25eeec49,Hospital Staff,PHYS_54587a59e4ab,PHYS_b862aeba5acd,Always,Always,Always,Always,Always,Always,Most of the time,Always,Most of the time,Most of the time,D/A,06/15/23 08:29 AM
PHYS_20d06ace891d,Hospital Staff,PHYS_54587a59e4ab,PHYS_b862aeba5acd,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 08:29 AM
PHYS_d85b718fdd5d,Hospital Staff,PHYS_54587a59e4ab,PHYS_b862aeba5acd,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 08:30 AM
PHYS_f0b1ece20702,Hospital Staff,PHYS_202ffe1d3077,PHYS_d91d43feac58,Most of the time,Always,Always,Most of the time,Most of the time,Most of the time,Always,Sometimes,Most of the time,Most of the time,D/A,06/15/23 03:54 PM
PHYS_82ab3ac2654c,Hospital Staff,PHYS_202ffe1d3077,PHYS_d91d43feac58,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 03:57 PM
